137.372804265 ,
137.855649482 ,
138.609280824 ,
156.850359188 ,
137.614245653 ,
138.101759461 ,
138.617177049 ,
137.344045834 ,
137.102030805 ,
137.871476009 ,
137.124548733 ,
137.630583821 ,
137.873218922 ,
137.383406792 ,
137.142642711 ,
137.389779292 ,
137.638542094 ,
138.147287762 ,
137.623420291 ,
138.114426859 ,
139.12213371 ,
157.083985923 ,
104.609981785 ,
137.879985959 ,
138.612781958 ,
137.883483945 ,
138.612470399 ,
138.371319776 ,
138.601882789 ,
138.598831108 ,
138.370656222 ,
138.120790488 ,
101.84472166 ,
137.875262101 ,
138.099728468 ,
138.379703688 ,
138.604535141 ,
138.35765579 ,
138.364021053 ,
139.148816941 ,
137.845724656 ,
138.129912696 ,
155.581151892 ,
139.380479574 ,
139.105890131 ,
137.620903399 ,
155.096478277 ,
104.102580728 ,
103.817691152 ,
103.330639858 ,
104.35228364 ,
139.130365161 ,
137.360092354 ,
139.144736156 ,
137.379418044 ,
137.623855276 ,
137.625860077 ,